ForecastID,Confirmed,Deaths
0,126316.0,2172.0
1,5247.0,37.0
2,201531.0,5046.0
3,61418.0,791.0
4,708971.0,13004.0
5,57463.0,1955.0
6,52524.0,4470.0
7,17399.0,609.0
8,623018.0,11151.0
9,270119.0,5618.0
10,8346.0,63.0
11,31966.0,360.0
12,236034.0,8291.0
13,93817.0,3342.0
14,65056.0,1127.0
15,42017.0,454.0
16,48117.0,932.0
17,148579.0,4959.0
18,4548.0,133.0
19,108165.0,3764.0
20,128379.0,9078.0
21,112532.0,6758.0
22,75823.0,1886.0
23,83019.0,2450.0
24,84604.0,1548.0
25,7363.0,104.0
26,34272.0,395.0
27,69026.0,1309.0
28,7280.0,435.0
29,191699.0,16039.0
30,25461.0,773.0
31,434530.0,32981.0
32,167421.0,2705.0
33,11725.0,143.0
34,123023.0,4163.0
35,58404.0,803.0
36,26702.0,460.0
37,138718.0,7707.0
38,21757.0,1052.0
39,119183.0,2719.0
40,13416.0,168.0
41,154580.0,1761.0
42,632672.0,12718.0
43,52444.0,409.0
44,1623.0,58.0
45,120325.0,2578.0
46,74733.0,1915.0
47,10151.0,215.0
48,75695.0,1132.0
49,3854.0,37.0
50,127408.0,2182.0
51,5270.0,38.0
52,201389.0,5062.0
53,62004.0,798.0
54,712124.0,13072.0
55,57723.0,1967.0
56,52553.0,4475.0
57,17464.0,613.0
58,624096.0,11185.0
59,271315.0,5634.0
60,8358.0,64.0
61,32057.0,361.0
62,237023.0,8355.0
63,94307.0,3387.0
64,65541.0,1143.0
65,42256.0,459.0
66,48226.0,935.0
67,149301.0,4987.0
68,4583.0,133.0
69,108546.0,3775.0
70,128529.0,9107.0
71,112587.0,6765.0
72,76435.0,1909.0
73,83387.0,2460.0
74,84820.0,1563.0
75,7385.0,104.0
76,34497.0,399.0
77,69144.0,1317.0
78,7306.0,437.0
79,191813.0,16144.0
80,25639.0,776.0
81,434968.0,33008.0
82,168740.0,2718.0
83,11756.0,144.0
84,123792.0,4198.0
85,58685.0,807.0
86,26852.0,462.0
87,139306.0,7755.0
88,21832.0,1058.0
89,120071.0,2730.0
90,13501.0,169.0
91,156056.0,1774.0
92,635895.0,12754.0
93,53040.0,412.0
94,1631.0,58.0
95,120895.0,2585.0
96,75155.0,1925.0
97,10194.0,216.0
98,76051.0,1142.0
99,3879.0,37.0
100,128507.0,2193.0
101,5295.0,38.0
102,201230.0,5078.0
103,62600.0,804.0
104,715391.0,13141.0
105,57982.0,1978.0
106,52583.0,4480.0
107,17534.0,618.0
108,624890.0,11221.0
109,272529.0,5653.0
110,8371.0,64.0
111,32134.0,363.0
112,237992.0,8416.0
113,94812.0,3431.0
114,66017.0,1159.0
115,42478.0,463.0
116,48341.0,937.0
117,150032.0,5015.0
118,4618.0,134.0
119,108932.0,3786.0
120,128680.0,9135.0
121,112680.0,6770.0
122,77049.0,1932.0
123,83781.0,2469.0
124,85070.0,1577.0
125,7407.0,104.0
126,34717.0,402.0
127,69255.0,1324.0
128,7332.0,440.0
129,191944.0,16249.0
130,25817.0,779.0
131,435409.0,33034.0
132,170082.0,2731.0
133,11789.0,146.0
134,124551.0,4232.0
135,58957.0,811.0
136,27000.0,464.0
137,139898.0,7802.0
138,21907.0,1064.0
139,120991.0,2740.0
140,13580.0,171.0
141,157541.0,1787.0
142,639250.0,12790.0
143,53645.0,414.0
144,1638.0,58.0
145,121430.0,2592.0
146,75584.0,1935.0
147,10236.0,217.0
148,76395.0,1152.0
149,3905.0,37.0
150,129613.0,2205.0
151,5321.0,38.0
152,201060.0,5093.0
153,63206.0,811.0
154,718744.0,13210.0
155,58239.0,1989.0
156,52614.0,4484.0
157,17608.0,623.0
158,625435.0,11258.0
159,273759.0,5674.0
160,8384.0,64.0
161,32198.0,364.0
162,238933.0,8476.0
163,95328.0,3474.0
164,66483.0,1176.0
165,42685.0,467.0
166,48466.0,940.0
167,150769.0,5043.0
168,4655.0,135.0
169,109321.0,3796.0
170,128830.0,9163.0
171,112802.0,6774.0
172,77666.0,1956.0
173,84198.0,2479.0
174,85347.0,1589.0
175,7429.0,104.0
176,34934.0,406.0
177,69360.0,1331.0
178,7357.0,442.0
179,192090.0,16354.0
180,25995.0,782.0
181,435849.0,33059.0
182,171444.0,2744.0
183,11824.0,147.0
184,125302.0,4267.0
185,59221.0,815.0
186,27144.0,466.0
187,140493.0,7849.0
188,21984.0,1070.0
189,121943.0,2750.0
190,13657.0,172.0
191,159035.0,1799.0
192,642704.0,12827.0
193,54257.0,416.0
194,1646.0,58.0
195,121936.0,2598.0
196,76019.0,1944.0
197,10278.0,218.0
198,76724.0,1161.0
199,3931.0,37.0
200,130726.0,2216.0
201,5348.0,38.0
202,200881.0,5109.0
203,63821.0,817.0
204,722168.0,13279.0
205,58494.0,1999.0
206,52645.0,4489.0
207,17685.0,628.0
208,625762.0,11296.0
209,275000.0,5696.0
210,8397.0,65.0
211,32250.0,365.0
212,239841.0,8535.0
213,95851.0,3515.0
214,66938.0,1193.0
215,42877.0,471.0
216,48600.0,943.0
217,151511.0,5070.0
218,4693.0,136.0
219,109712.0,3806.0
220,128981.0,9191.0
221,112947.0,6777.0
222,78285.0,1980.0
223,84636.0,2488.0
224,85646.0,1601.0
225,7451.0,104.0
226,35147.0,409.0
227,69458.0,1338.0
228,7382.0,444.0
229,192245.0,16459.0
230,26173.0,784.0
231,436286.0,33083.0
232,172820.0,2758.0
233,11859.0,149.0
234,126044.0,4302.0
235,59478.0,819.0
236,27284.0,468.0
237,141087.0,7894.0
238,22060.0,1076.0
239,122926.0,2760.0
240,13732.0,173.0
241,160536.0,1812.0
242,646219.0,12863.0
243,54876.0,419.0
244,1653.0,58.0
245,122417.0,2604.0
246,76459.0,1953.0
247,10319.0,219.0
248,77038.0,1171.0
249,3957.0,37.0
250,131846.0,2228.0
251,5377.0,39.0
252,200696.0,5125.0
253,64444.0,823.0
254,725657.0,13347.0
255,58747.0,2009.0
256,52676.0,4494.0
257,17765.0,633.0
258,625896.0,11334.0
259,276246.0,5719.0
260,8411.0,65.0
261,32293.0,366.0
262,240714.0,8591.0
263,96378.0,3556.0
264,67383.0,1210.0
265,43056.0,474.0
266,48743.0,946.0
267,152258.0,5097.0
268,4732.0,137.0
269,110103.0,3816.0
270,129131.0,9218.0
271,113109.0,6780.0
272,78905.0,2005.0
273,85093.0,2497.0
274,85960.0,1612.0
275,7472.0,105.0
276,35355.0,412.0
277,69550.0,1344.0
278,7407.0,447.0
279,192408.0,16563.0
280,26352.0,787.0
281,436720.0,33106.0
282,174207.0,2772.0
283,11894.0,151.0
284,126776.0,4336.0
285,59729.0,824.0
286,27420.0,470.0
287,141679.0,7939.0
288,22137.0,1082.0
289,123941.0,2771.0
290,13806.0,175.0
291,162041.0,1824.0
292,649765.0,12899.0
293,55502.0,421.0
294,1660.0,58.0
295,122879.0,2610.0
296,76903.0,1963.0
297,10359.0,221.0
298,77336.0,1180.0
299,3983.0,37.0
300,132970.0,2239.0
301,5406.0,39.0
302,200509.0,5140.0
303,65074.0,830.0
304,729207.0,13416.0
305,58998.0,2018.0
306,52708.0,4499.0
307,17847.0,638.0
308,625858.0,11372.0
309,277492.0,5743.0
310,8425.0,65.0
311,32326.0,367.0
312,241551.0,8645.0
313,96906.0,3595.0
314,67818.0,1228.0
315,43222.0,478.0
316,48896.0,949.0
317,153010.0,5123.0
318,4772.0,138.0
319,110494.0,3825.0
320,129281.0,9246.0
321,113284.0,6782.0
322,79524.0,2030.0
323,85568.0,2505.0
324,86283.0,1623.0
325,7494.0,105.0
326,35559.0,416.0
327,69636.0,1350.0
328,7432.0,449.0
329,192578.0,16666.0
330,26532.0,789.0
331,437149.0,33128.0
332,175604.0,2786.0
333,11930.0,153.0
334,127497.0,4371.0
335,59974.0,828.0
336,27550.0,472.0
337,142267.0,7984.0
338,22215.0,1088.0
339,124989.0,2781.0
340,13880.0,176.0
341,163548.0,1836.0
342,653322.0,12935.0
343,56133.0,423.0
344,1668.0,58.0
345,123327.0,2616.0
346,77351.0,1972.0
347,10398.0,222.0
348,77619.0,1189.0
349,4009.0,37.0
350,134099.0,2251.0
351,5435.0,39.0
352,200320.0,5156.0
353,65710.0,836.0
354,732821.0,13484.0
355,59247.0,2027.0
356,52741.0,4504.0
357,17931.0,643.0
358,625669.0,11410.0
359,278737.0,5767.0
360,8439.0,65.0
361,32353.0,368.0
362,242353.0,8698.0
363,97433.0,3634.0
364,68243.0,1245.0
365,43376.0,481.0
366,49059.0,952.0
367,153767.0,5150.0
368,4812.0,139.0
369,110885.0,3835.0
370,129430.0,9273.0
371,113468.0,6783.0
372,80141.0,2055.0
373,86058.0,2513.0
374,86612.0,1633.0
375,7515.0,105.0
376,35758.0,419.0
377,69717.0,1356.0
378,7457.0,452.0
379,192752.0,16770.0
380,26713.0,791.0
381,437574.0,33149.0
382,177008.0,2800.0
383,11966.0,155.0
384,128206.0,4406.0
385,60214.0,832.0
386,27675.0,474.0
387,142850.0,8028.0
388,22292.0,1094.0
389,126071.0,2791.0
390,13955.0,177.0
391,165056.0,1847.0
392,656883.0,12971.0
393,56769.0,426.0
394,1675.0,58.0
395,123765.0,2623.0
396,77804.0,1980.0
397,10435.0,223.0
398,77889.0,1198.0
399,4035.0,37.0
400,135230.0,2263.0
401,5465.0,40.0
402,200132.0,5171.0
403,66351.0,842.0
404,736500.0,13552.0
405,59494.0,2036.0
406,52774.0,4509.0
407,18017.0,648.0
408,625350.0,11448.0
409,279979.0,5791.0
410,8453.0,66.0
411,32373.0,369.0
412,243124.0,8748.0
413,97956.0,3671.0
414,68659.0,1263.0
415,43519.0,484.0
416,49230.0,956.0
417,154529.0,5177.0
418,4854.0,140.0
419,111274.0,3844.0
420,129579.0,9300.0
421,113659.0,6784.0
422,80754.0,2080.0
423,86563.0,2521.0
424,86945.0,1643.0
425,7537.0,105.0
426,35953.0,423.0
427,69795.0,1362.0
428,7482.0,454.0
429,192930.0,16873.0
430,26895.0,793.0
431,437995.0,33169.0
432,178418.0,2814.0
433,12002.0,157.0
434,128903.0,4440.0
435,60448.0,836.0
436,27796.0,476.0
437,143427.0,8071.0
438,22369.0,1100.0
439,127187.0,2801.0
440,14030.0,178.0
441,166564.0,1859.0
442,660445.0,13006.0
443,57410.0,428.0
444,1682.0,59.0
445,124195.0,2630.0
446,78260.0,1989.0
447,10472.0,224.0
448,78148.0,1206.0
449,4061.0,37.0
450,136364.0,2275.0
451,5495.0,40.0
452,199945.0,5186.0
453,66997.0,848.0
454,740249.0,13619.0
455,59739.0,2045.0
456,52808.0,4514.0
457,18103.0,653.0
458,624919.0,11485.0
459,281218.0,5816.0
460,8467.0,66.0
461,32387.0,370.0
462,243864.0,8797.0
463,98477.0,3708.0
464,69068.0,1281.0
465,43652.0,487.0
466,49409.0,959.0
467,155295.0,5203.0
468,4896.0,142.0
469,111664.0,3853.0
470,129728.0,9327.0
471,113855.0,6785.0
472,81362.0,2106.0
473,87080.0,2529.0
474,87280.0,1652.0
475,7558.0,105.0
476,36143.0,426.0
477,69870.0,1368.0
478,7506.0,457.0
479,193111.0,16975.0
480,27077.0,795.0
481,438412.0,33189.0
482,179832.0,2828.0
483,12038.0,159.0
484,129587.0,4475.0
485,60678.0,840.0
486,27913.0,478.0
487,143998.0,8114.0
488,22447.0,1106.0
489,128338.0,2811.0
490,14106.0,179.0
491,168071.0,1870.0
492,664013.0,13041.0
493,58054.0,431.0
494,1689.0,59.0
495,124622.0,2638.0
496,78720.0,1998.0
