ForecastID,Confirmed,Deaths
0,126396.79433080221,2173.0656256370735
1,5269.474051287888,37.47945074402099
2,202059.9480750013,5067.8233019855525
3,61478.63196829843,797.0879039411819
4,711092.7869865173,13016.485561783773
5,57512.30208006632,1945.6091097346261
6,52599.58758065075,4465.637265356712
7,17419.78324302708,605.3450077752296
8,623853.4624817873,11178.81288697816
9,270714.364307535,5669.2663656962395
10,8573.918032392156,64.95723063214551
11,32151.30597428597,366.700227839396
12,237053.73042120563,8245.301650033325
13,94282.66834754914,3304.237255107929
14,65589.75967220649,1122.2853098006835
15,42588.04851314626,452.7144795589406
16,48698.64065038378,935.8466030429765
17,148659.62648151594,4947.690357188831
18,4541.438280877748,132.30554511119863
19,108331.23500574993,3760.7758253621882
20,128527.09089635134,9066.44812250715
21,113512.1931577768,6758.5680755977
22,76044.15328676126,1872.1892764940758
23,83384.00213837047,2463.42536714279
24,85755.91977642942,1540.7436088427676
25,7402.814435289812,105.56179034506215
26,34347.006347216935,396.23685367556544
27,69424.17775039896,1317.1511007194576
28,7279.248594111838,432.61656357025174
29,191916.5677213878,15940.506210302177
30,25411.542251026636,773.7754817036455
31,434798.0,32961.2022274868
32,167724.7892942521,2715.4319265022955
33,11948.915913744571,143.18064791165742
34,123328.88541663399,4146.069209537363
35,58773.12728451056,804.4448336574399
36,26772.951864529845,462.9049502713093
37,138739.8845877326,7668.31860481229
38,21850.9552095125,1047.525061951311
39,119387.64835854263,2739.5631749564245
40,13685.007192458443,168.35264709206984
41,154481.3947786189,1771.66773481044
42,637617.2301186505,12826.959983272951
43,52257.800546846636,411.82453442210533
44,1624.026200885097,57.9949997203427
45,120750.21033762758,2577.7171500489308
46,74777.87539847344,1913.7469991238147
47,10235.387130088018,220.71066406558074
48,75800.83944246543,1128.028277135102
49,3865.7807065969178,37.0
50,127502.97023061402,2188.5360880207736
51,5321.029535531732,37.95881703668724
52,202633.01823794114,5109.418060590582
53,62101.257688248385,810.1754488096674
54,716234.8532479766,13149.760726027289
55,57801.60542534506,1949.2183817044188
56,52682.10552141821,4466.27457530555
57,17496.56937054623,606.6909340553909
58,626119.3312192849,11298.791798008635
59,272805.9824166048,5734.531692282528
60,8820.737186030423,66.91430429986698
61,32418.826748468808,377.39631903423987
62,239049.42397911896,8263.620148727585
63,95252.33544952238,3315.8747320919797
64,67007.83142082897,1131.570545543509
65,42903.023579507135,455.59164085583143
66,49407.65201921308,942.4441572019232
67,149451.9559024219,4987.57060536088
68,4560.764664061355,132.6111338712491
69,108878.0443918901,3769.633548220762
70,128867.79631903282,9080.248087906672
71,114378.66657631953,6770.028483886947
72,76892.23788817179,1879.3787459017738
73,84088.75859430159,2488.3396055308017
74,87030.36542517197,1546.9289507266392
75,7494.941731669003,107.12354039957785
76,34648.00963019753,398.57024170485835
77,69940.35647719316,1332.3024007016024
78,7298.098465084595,433.233219917583
79,192217.38332231835,15944.015635837739
80,25540.085227280455,777.5511955728703
81,435496.0,32970.8937719751
82,169322.56821146692,2738.862995297624
83,12203.420493228226,144.36117873972674
84,124397.76796678235,4167.3779885174945
85,59506.551741566596,817.4073982546576
86,26990.99450978349,467.8097246862809
87,139379.7936857385,7678.169424930009
88,21937.737121085065,1049.050123507971
89,120451.28872579451,2770.126731528663
90,14048.009310860838,169.55077927503055
91,155847.80836000538,1796.3351471477204
92,642919.7004146384,12979.912796924145
93,52656.153067360014,416.631575351938
94,1632.0515561771736,57.995254286497264
95,121753.4167149672,2591.0009896242323
96,75254.11829157821,1922.4949362868733
97,10361.772044557205,225.18275857182155
98,76376.92829768098,1134.056671535305
99,3902.5620792263767,37.0
100,128896.34956958416,2200.595832184458
101,5392.6978559799945,38.4381084638731
102,203040.02788014826,5150.698090435671
103,62723.87890102478,823.2626957126329
104,721377.1350925417,13305.058576594913
105,58090.90974506057,1952.8277969177914
106,52769.294080828804,4466.911921473602
107,17573.35732295349,608.0377200929692
108,628613.4507124914,11420.944060611979
109,274704.8234600994,5799.796088760737
110,9067.556773177805,68.87125655629522
111,32692.786540562796,386.5201794684801
112,241045.0939075105,8281.93872228669
113,96222.00130770239,3325.3768699421944
114,68809.85647136102,1140.85571931241
115,43654.92718665744,458.6576265373014
116,50086.22592793264,949.0402465522187
117,150244.06723734038,5023.779880744384
118,4586.151144838105,132.91676204543273
119,109425.85168709644,3778.4911722720663
120,129208.56107523668,9093.891819647177
121,115209.74221221052,6782.151510751368
